mission_time_s,tx,ty,tz,error,x1,x2,x3,y1,y2,y3,z1,z2,z3
0.168646,NaN,NaN,NaN,NaN,-0.029269,-1.998679,2.015072,0.034245,-2.015897,-2.004448,0.004436,0.006344,0.018330
0.176717,NaN,NaN,NaN,NaN,-0.029119,-1.998743,2.015005,0.034265,-2.015950,-2.004318,0.004295,0.006203,0.018227
0.187024,NaN,NaN,NaN,NaN,-0.028971,-1.998806,2.014876,0.034286,-2.016005,-2.004065,0.004158,0.006069,0.018017
0.195764,NaN,NaN,NaN,NaN,-0.028681,-1.998867,2.014813,0.034331,-2.016061,-2.003941,0.003887,0.005943,0.017918
0.208678,NaN,NaN,NaN,NaN,-0.028534,-1.998928,2.014702,0.034367,-2.016119,-2.003686,0.003723,0.005829,0.017700
0.216410,NaN,NaN,NaN,NaN,-0.028388,-1.999023,2.014648,0.034404,-2.016215,-2.003562,0.003555,0.005558,0.017601
0.226907,NaN,NaN,NaN,NaN,-0.028244,-1.999070,2.014597,0.034443,-2.016265,-2.003440,0.003387,0.005440,0.017509
0.236738,NaN,NaN,NaN,NaN,-0.028101,-1.999116,2.014548,0.034482,-2.016317,-2.003326,0.003227,0.005333,0.017391
0.246851,NaN,NaN,NaN,NaN,-0.027819,-1.999146,2.014501,0.034556,-2.016368,-2.003213,0.002846,0.005184,0.017277
0.256611,NaN,NaN,NaN,NaN,-0.027681,-1.999204,2.014410,0.034594,-2.016474,-2.002993,0.002663,0.004910,0.017075
0.268492,NaN,NaN,NaN,NaN,-0.027405,-1.999233,2.014367,0.034672,-2.016530,-2.002885,0.002285,0.004787,0.016979
0.276952,NaN,NaN,NaN,NaN,-0.027267,-1.999234,2.014341,0.034712,-2.016591,-2.002789,0.002090,0.004616,0.016869
0.286961,NaN,NaN,NaN,NaN,-0.027131,-1.999236,2.014316,0.034753,-2.016655,-2.002694,0.001904,0.004448,0.016766
0.295785,NaN,NaN,NaN,NaN,-0.026996,-1.999238,2.014269,0.034795,-2.016786,-2.002507,0.001720,0.004139,0.016579
0.306854,NaN,NaN,NaN,NaN,-0.026861,-1.999221,2.014261,0.034816,-2.016863,-2.002416,0.001518,0.003952,0.016476
0.316413,NaN,NaN,NaN,NaN,-0.026728,-1.999205,2.014254,0.034838,-2.016941,-2.002325,0.001320,0.003777,0.016376
0.328242,NaN,NaN,NaN,NaN,-0.026467,-1.999188,2.014248,0.034885,-2.017020,-2.002237,0.000935,0.003609,0.016281
0.338047,NaN,NaN,NaN,NaN,-0.026314,-1.999133,2.014242,0.034896,-2.017199,-2.002150,0.000736,0.003265,0.016197
0.357210,NaN,NaN,NaN,NaN,-0.025866,-1.999055,2.014359,0.034938,-2.017398,-2.001865,0.000160,0.002926,0.015938
0.368630,NaN,NaN,NaN,NaN,-0.025695,-1.998957,2.014405,0.034937,-2.017610,-2.001696,-0.000034,0.002586,0.015766
0.376607,NaN,NaN,NaN,NaN,-0.025525,-1.998899,2.014429,0.034937,-2.017722,-2.001609,-0.000221,0.002411,0.015675
0.387192,NaN,NaN,NaN,NaN,-0.025358,-1.998840,2.014454,0.034939,-2.017835,-2.001524,-0.000404,0.002251,0.015594
0.406992,NaN,NaN,NaN,NaN,-0.024836,-1.998723,2.014505,0.034947,-2.018063,-2.001354,-0.000889,0.001961,0.015442
0.416352,NaN,NaN,NaN,NaN,-0.024646,-1.998555,2.014532,0.034948,-2.018295,-2.001269,-0.001038,0.001663,0.015369
0.437563,NaN,NaN,NaN,NaN,-0.024055,-1.998388,2.014611,0.034948,-2.018531,-2.001029,-0.001461,0.001400,0.015141
0.446759,NaN,NaN,NaN,NaN,-0.023840,-1.998193,2.014636,0.034944,-2.018761,-2.000955,-0.001598,0.001133,0.015072
0.455899,NaN,NaN,NaN,NaN,-0.023626,-1.998096,2.014686,0.034942,-2.018878,-2.000812,-0.001720,0.001034,0.014954
0.467097,NaN,NaN,NaN,NaN,-0.023416,-1.997998,2.014666,0.034942,-2.018996,-2.000765,-0.001842,0.000942,0.014927
0.476935,NaN,NaN,NaN,NaN,-0.022937,-1.997899,2.014672,0.034918,-2.019108,-2.000705,-0.002113,0.000847,0.014893
0.486997,NaN,NaN,NaN,NaN,-0.022702,-1.997799,2.014691,0.034909,-2.019223,-2.000639,-0.002247,0.000755,0.014862
0.507179,NaN,NaN,NaN,NaN,-0.022468,-1.997496,2.014736,0.034902,-2.019558,-2.000451,-0.002377,0.000523,0.014786
