mission_time_s,tx,ty,tz,error,x1,x2,x3,y1,y2,y3,z1,z2,z3
0.409990,NaN,NaN,NaN,NaN,-0.013110,-1.983478,2.029558,-0.014391,-2.005902,-2.051916,-0.027843,0.013195,0.051262
0.420439,NaN,NaN,NaN,NaN,-0.013323,-1.983329,2.029578,-0.014529,-2.005655,-2.052041,-0.027836,0.012955,0.051105
0.441209,NaN,NaN,NaN,NaN,-0.013954,-1.983032,2.029611,-0.014933,-2.005169,-2.052298,-0.027794,0.012482,0.050777
0.451092,NaN,NaN,NaN,NaN,-0.014157,-1.982733,2.029600,-0.015088,-2.004700,-2.052545,-0.027794,0.012001,0.050396
0.460326,NaN,NaN,NaN,NaN,-0.014359,-1.982581,2.029593,-0.015241,-2.004473,-2.052672,-0.027790,0.011753,0.050217
0.469226,NaN,NaN,NaN,NaN,-0.014560,-1.982430,2.029584,-0.015393,-2.004248,-2.052802,-0.027786,0.011513,0.050045
0.480447,NaN,NaN,NaN,NaN,-0.014934,-1.982135,2.029553,-0.015707,-2.003804,-2.052917,-0.027790,0.011013,0.049854
0.490820,NaN,NaN,NaN,NaN,-0.015109,-1.981992,2.029521,-0.015868,-2.003586,-2.053035,-0.027802,0.010757,0.049675
0.500087,NaN,NaN,NaN,NaN,-0.015283,-1.981848,2.029455,-0.016028,-2.003369,-2.053278,-0.027809,0.010502,0.049332
0.509720,NaN,NaN,NaN,NaN,-0.015457,-1.981560,2.029420,-0.016186,-2.002942,-2.053404,-0.027817,0.010017,0.049168
0.520324,NaN,NaN,NaN,NaN,-0.015747,-1.981441,2.029380,-0.016524,-2.002732,-2.053524,-0.027859,0.009758,0.048969
0.528891,NaN,NaN,NaN,NaN,-0.015891,-1.981322,2.029296,-0.016690,-2.002524,-2.053771,-0.027882,0.009506,0.048592
0.541505,NaN,NaN,NaN,NaN,-0.016035,-1.981204,2.029253,-0.016855,-2.002318,-2.053898,-0.027897,0.009258,0.048412
0.549427,NaN,NaN,NaN,NaN,-0.016287,-1.981085,2.029186,-0.017166,-2.002114,-2.054021,-0.027973,0.009010,0.048195
0.560030,NaN,NaN,NaN,NaN,-0.016413,-1.980887,2.029118,-0.017319,-2.001728,-2.054147,-0.028011,0.008514,0.047989
0.568972,NaN,NaN,NaN,NaN,-0.016540,-1.980787,2.028981,-0.017471,-2.001537,-2.054406,-0.028046,0.008259,0.047592
0.580408,NaN,NaN,NaN,NaN,-0.016664,-1.980686,2.028878,-0.017614,-2.001348,-2.054528,-0.028107,0.008003,0.047367
