mission_time_s,tx,ty,tz,error,x1,x2,x3,y1,y2,y3,z1,z2,z3
0.428442,NaN,NaN,NaN,NaN,0.000696,-1.963508,1.978406,-0.003110,-1.988466,-2.004479,0.005215,0.067448,0.114155
0.442006,NaN,NaN,NaN,NaN,0.000819,-1.963817,1.978121,-0.002942,-1.988229,-2.004241,0.005253,0.067657,0.113728
0.449421,NaN,NaN,NaN,NaN,0.000940,-1.964124,1.977985,-0.002777,-1.987992,-2.004118,0.005291,0.067890,0.113552
0.461874,NaN,NaN,NaN,NaN,0.001214,-1.964730,1.977840,-0.002439,-1.987518,-2.004010,0.005325,0.068432,0.113274
0.481282,NaN,NaN,NaN,NaN,0.001516,-1.965279,1.977430,-0.002094,-1.987104,-2.003670,0.005325,0.068863,0.112579
0.499846,NaN,NaN,NaN,NaN,0.001808,-1.966078,1.977175,-0.001762,-1.986502,-2.003446,0.005325,0.069580,0.112125
0.508679,NaN,NaN,NaN,NaN,0.001991,-1.966333,1.977052,-0.001575,-1.986314,-2.003338,0.005318,0.069794,0.111881
0.521280,NaN,NaN,NaN,NaN,0.002526,-1.966587,1.976933,-0.001035,-1.986127,-2.003227,0.005287,0.070030,0.111660
0.540003,NaN,NaN,NaN,NaN,0.002732,-1.967351,1.976588,-0.000817,-1.985587,-2.002902,0.005264,0.070675,0.110992
0.548304,NaN,NaN,NaN,NaN,0.002936,-1.967604,1.976478,-0.000602,-1.985412,-2.002792,0.005245,0.070908,0.110794
0.559696,NaN,NaN,NaN,NaN,0.003338,-1.967855,1.976373,-0.000183,-1.985237,-2.002681,0.005203,0.071163,0.110622
0.569920,NaN,NaN,NaN,NaN,0.003573,-1.968093,1.976136,0.000055,-1.985086,-2.002447,0.005180,0.071339,0.110184
0.579539,NaN,NaN,NaN,NaN,0.003806,-1.968564,1.976024,0.000288,-1.984785,-2.002326,0.005154,0.071770,0.110001
0.589352,NaN,NaN,NaN,NaN,0.004036,-1.968798,1.975916,0.000518,-1.984634,-2.002203,0.005146,0.072025,0.109840
0.599612,NaN,NaN,NaN,NaN,0.004264,-1.969193,1.975794,0.000744,-1.984381,-2.002095,0.005135,0.072353,0.109608
0.609607,NaN,NaN,NaN,NaN,0.004763,-1.969389,1.975561,0.001280,-1.984254,-2.001869,0.005100,0.072559,0.109219
0.619964,NaN,NaN,NaN,NaN,0.005009,-1.969583,1.975451,0.001542,-1.984127,-2.001752,0.005085,0.072777,0.109058
0.629860,NaN,NaN,NaN,NaN,0.005252,-1.969776,1.975332,0.001800,-1.984001,-2.001646,0.005066,0.073021,0.108837
0.639893,NaN,NaN,NaN,NaN,0.005738,-1.969926,1.975217,0.002403,-1.983881,-2.001538,0.005024,0.073158,0.108639
0.648813,NaN,NaN,NaN,NaN,0.005977,-1.970226,1.975000,0.002698,-1.983641,-2.001311,0.005013,0.073517,0.108303
0.659709,NaN,NaN,NaN,NaN,0.006213,-1.970374,1.974881,0.002989,-1.983522,-2.001214,0.005001,0.073738,0.108067
0.668977,NaN,NaN,NaN,NaN,0.006435,-1.970477,1.974766,0.003318,-1.983412,-2.001113,0.004974,0.073845,0.107849
0.679534,NaN,NaN,NaN,NaN,0.006654,-1.970579,1.974654,0.003643,-1.983301,-2.001010,0.004948,0.073982,0.107658
0.688938,NaN,NaN,NaN,NaN,0.007086,-1.970782,1.974422,0.004281,-1.983082,-2.000839,0.004894,0.074268,0.107243
0.699559,NaN,NaN,NaN,NaN,0.007274,-1.970860,1.974303,0.004606,-1.982993,-2.000770,0.004864,0.074329,0.107021
0.710446,NaN,NaN,NaN,NaN,0.007436,-1.970937,1.974188,0.004913,-1.982905,-2.000698,0.004868,0.074417,0.106823
0.723602,NaN,NaN,NaN,NaN,0.007877,-1.971014,1.973952,0.005590,-1.982816,-2.000610,0.004860,0.074535,0.106422
0.740187,NaN,NaN,NaN,NaN,0.008253,-1.971236,1.973714,0.006232,-1.982556,-2.000573,0.004807,0.074783,0.106014
0.749113,NaN,NaN,NaN,NaN,0.008439,-1.971308,1.973600,0.006548,-1.982470,-2.000550,0.004780,0.074879,0.105846
0.760714,NaN,NaN,NaN,NaN,0.008804,-1.971381,1.973489,0.007170,-1.982384,-2.000523,0.004715,0.074997,0.105698
0.769242,NaN,NaN,NaN,NaN,0.008987,-1.971533,1.973244,0.007485,-1.982211,-2.000590,0.004673,0.075062,0.105289
0.781368,NaN,NaN,NaN,NaN,0.009348,-1.971609,1.973127,0.008104,-1.982124,-2.000618,0.004585,0.075134,0.105133
0.801986,NaN,NaN,NaN,NaN,0.009878,-1.971764,1.972755,0.009023,-1.981934,-2.000797,0.004395,0.075249,0.104637
0.821027,NaN,NaN,NaN,NaN,0.010222,-1.971997,1.972509,0.009624,-1.981622,-2.000935,0.004257,0.075447,0.104370
0.839982,NaN,NaN,NaN,NaN,0.010395,-1.972172,1.972272,0.009942,-1.981386,-2.001153,0.004162,0.075451,0.104031
0.848769,NaN,NaN,NaN,NaN,0.010567,-1.972259,1.972047,0.010257,-1.981269,-2.001355,0.004070,0.075497,0.103771
