mission_time_s,tx,ty,tz,error,d1,d2,d3,x1,x2,x3,y1,y2,y3,z1,z2,z3
84.293943,NaN,NaN,NaN,NaN,1,0,0,0.060692,-2.043107,1.982660,-0.058837,-2.027948,-1.970367,-4.877541,0.040829,-0.007565
84.302222,NaN,NaN,NaN,NaN,1,0,0,0.060735,-2.043087,1.982580,-0.058924,-2.027809,-1.970291,-4.877670,0.040752,-0.007477
84.320072,NaN,NaN,NaN,NaN,1,0,0,0.060823,-2.043072,1.982423,-0.059085,-2.027674,-1.970139,-4.877926,0.040676,-0.007305
84.331122,NaN,NaN,NaN,NaN,1,0,0,0.060865,-2.043033,1.982338,-0.059161,-2.027279,-1.970058,-4.878052,0.040455,-0.007225
84.340304,NaN,NaN,NaN,NaN,1,0,0,0.060928,-2.043015,1.982172,-0.059309,-2.027151,-1.969897,-4.878399,0.040382,-0.007065
84.361157,NaN,NaN,NaN,NaN,1,0,0,0.060965,-2.042995,1.982011,-0.059375,-2.026900,-1.969736,-4.878609,0.040237,-0.006920
84.371487,NaN,NaN,NaN,NaN,1,0,0,0.060981,-2.042937,1.981928,-0.059396,-2.026669,-1.969635,-4.878696,0.040070,-0.006851
84.379468,NaN,NaN,NaN,NaN,1,0,0,0.060997,-2.042914,1.981766,-0.059414,-2.026556,-1.969435,-4.878780,0.039986,-0.006721
84.400711,NaN,NaN,NaN,NaN,1,0,0,0.061038,-2.042828,1.981604,-0.059423,-2.026267,-1.969213,-4.878990,0.039715,-0.006599
84.420088,NaN,NaN,NaN,NaN,1,0,0,0.061050,-2.042777,1.981443,-0.059416,-2.026095,-1.968970,-4.879047,0.039520,-0.006466
84.431279,NaN,NaN,NaN,NaN,1,0,0,0.061096,-2.042729,1.981286,-0.059351,-2.026020,-1.968707,-4.879177,0.039413,-0.006317
84.439837,NaN,NaN,NaN,NaN,1,0,0,0.061113,-2.042648,1.981208,-0.059320,-2.025875,-1.968565,-4.879200,0.039204,-0.006245
84.452337,NaN,NaN,NaN,NaN,1,0,0,0.061131,-2.042614,1.981132,-0.059288,-2.025805,-1.968424,-4.879227,0.039101,-0.006168
84.471025,NaN,NaN,NaN,NaN,1,0,0,0.061230,-2.042553,1.980955,-0.059146,-2.025743,-1.967943,-4.879284,0.038982,-0.005917
84.491871,NaN,NaN,NaN,NaN,1,0,0,0.061296,-2.042355,1.980808,-0.059042,-2.025509,-1.967633,-4.879330,0.038479,-0.005760
84.500912,NaN,NaN,NaN,NaN,1,0,0,0.061366,-2.042290,1.980666,-0.058939,-2.025453,-1.967308,-4.879379,0.038345,-0.005627
84.520797,NaN,NaN,NaN,NaN,1,0,0,0.061436,-2.042229,1.980527,-0.058829,-2.025398,-1.966987,-4.879421,0.038212,-0.005493
84.539727,NaN,NaN,NaN,NaN,1,0,0,0.061525,-2.041996,1.980359,-0.058703,-2.025170,-1.966488,-4.879452,0.037678,-0.005260
84.552246,NaN,NaN,NaN,NaN,1,0,0,0.061554,-2.041941,1.980304,-0.058658,-2.025110,-1.966323,-4.879456,0.037544,-0.005180
84.571305,NaN,NaN,NaN,NaN,1,0,0,0.061577,-2.041818,1.980215,-0.058625,-2.024981,-1.965974,-4.879444,0.037262,-0.005020
84.579460,NaN,NaN,NaN,NaN,1,0,0,0.061646,-2.041686,1.980127,-0.058516,-2.024844,-1.965629,-4.879410,0.036972,-0.004868
84.600964,NaN,NaN,NaN,NaN,1,0,0,0.061669,-2.041543,1.980072,-0.058469,-2.024702,-1.965236,-4.879353,0.036694,-0.004742
84.610980,NaN,NaN,NaN,NaN,1,0,0,0.061681,-2.041392,1.980044,-0.058443,-2.024555,-1.965041,-4.879326,0.036427,-0.004677
84.620947,NaN,NaN,NaN,NaN,1,0,0,0.061694,-2.041323,1.979988,-0.058415,-2.024484,-1.964654,-4.879299,0.036297,-0.004559
84.639664,NaN,NaN,NaN,NaN,1,0,0,0.061734,-2.041229,1.979949,-0.058377,-2.024403,-1.964233,-4.879173,0.036152,-0.004444
84.659866,NaN,NaN,NaN,NaN,1,0,0,0.061747,-2.040861,1.979908,-0.058361,-2.024083,-1.963817,-4.879135,0.035587,-0.004368
84.679457,NaN,NaN,NaN,NaN,1,0,0,0.061777,-2.040658,1.979902,-0.058328,-2.023921,-1.963176,-4.878918,0.035290,-0.004288
84.691302,NaN,NaN,NaN,NaN,1,0,0,0.061770,-2.040563,1.979862,-0.058317,-2.023842,-1.962986,-4.878845,0.035145,-0.004238
84.699979,NaN,NaN,NaN,NaN,1,0,0,0.061765,-2.040321,1.979868,-0.058304,-2.023667,-1.962554,-4.878769,0.034836,-0.004173
84.710978,NaN,NaN,NaN,NaN,1,0,0,0.061755,-2.040207,1.979875,-0.058274,-2.023583,-1.962336,-4.878628,0.034687,-0.004139
84.720713,NaN,NaN,NaN,NaN,1,0,0,0.061736,-2.040098,1.979882,-0.058249,-2.023499,-1.962119,-4.878548,0.034531,-0.004105
84.739840,NaN,NaN,NaN,NaN,1,0,0,0.061684,-2.039695,1.979891,-0.058168,-2.023203,-1.961430,-4.878288,0.034084,-0.004009
84.752054,NaN,NaN,NaN,NaN,1,0,0,0.061669,-2.039569,1.979892,-0.058139,-2.023107,-1.961202,-4.878204,0.033939,-0.003979
84.771212,NaN,NaN,NaN,NaN,1,0,0,0.061596,-2.039148,1.979877,-0.058083,-2.022801,-1.960719,-4.878021,0.033516,-0.003914
84.791161,NaN,NaN,NaN,NaN,1,0,0,0.061468,-2.039005,1.979835,-0.058003,-2.022698,-1.959994,-4.877766,0.033375,-0.003880
84.811693,NaN,NaN,NaN,NaN,1,0,0,0.061296,-2.038375,1.979789,-0.057929,-2.022260,-1.959506,-4.877537,0.032867,-0.003868
84.831122,NaN,NaN,NaN,NaN,1,0,0,0.061135,-2.038033,1.979698,-0.057907,-2.022018,-1.958796,-4.877384,0.032650,-0.003891
84.853020,NaN,NaN,NaN,NaN,1,0,0,0.060884,-2.037505,1.979630,-0.057894,-2.021631,-1.958332,-4.877167,0.032337,-0.003914
84.861311,NaN,NaN,NaN,NaN,1,0,0,0.060788,-2.037312,1.979560,-0.057906,-2.021488,-1.957870,-4.877098,0.032257,-0.003979
84.880848,NaN,NaN,NaN,NaN,1,0,0,0.060601,-2.036764,1.979488,-0.057926,-2.021071,-1.957413,-4.876965,0.032013,-0.004036
84.900300,NaN,NaN,NaN,NaN,1,0,0,0.060308,-2.036388,1.979358,-0.057967,-2.020773,-1.956735,-4.876755,0.031910,-0.004158
84.920950,NaN,NaN,NaN,NaN,1,0,0,0.060126,-2.036208,1.979261,-0.057985,-2.020627,-1.956288,-4.876595,0.031857,-0.004238
84.931027,NaN,NaN,NaN,NaN,1,0,0,0.060039,-2.035693,1.979220,-0.057991,-2.020164,-1.956085,-4.876507,0.031738,-0.004292
84.939785,NaN,NaN,NaN,NaN,1,0,0,0.059870,-2.035530,1.979137,-0.057998,-2.020007,-1.955679,-4.876339,0.031704,-0.004395
84.961785,NaN,NaN,NaN,NaN,1,0,0,0.059725,-2.035058,1.979049,-0.057997,-2.019474,-1.955299,-4.876152,0.031612,-0.004475
84.971035,NaN,NaN,NaN,NaN,1,0,0,0.059654,-2.034909,1.979003,-0.057996,-2.019289,-1.955121,-4.876060,0.031586,-0.004513
84.981246,NaN,NaN,NaN,NaN,1,0,0,0.059585,-2.034763,1.978910,-0.057993,-2.019105,-1.954766,-4.875969,0.031559,-0.004581
85.000193,NaN,NaN,NaN,NaN,1,0,0,0.059443,-2.034490,1.978814,-0.058014,-2.018673,-1.954441,-4.875637,0.031540,-0.004642
85.013032,NaN,NaN,NaN,NaN,1,0,0,0.059354,-2.034233,1.978717,-0.058023,-2.018252,-1.954114,-4.875427,0.031532,-0.004704
85.031022,NaN,NaN,NaN,NaN,1,0,0,0.059334,-2.033990,1.978627,-0.058028,-2.017795,-1.953821,-4.875313,0.031551,-0.004772
85.039627,NaN,NaN,NaN,NaN,1,0,0,0.059315,-2.033874,1.978581,-0.058033,-2.017550,-1.953675,-4.875198,0.031574,-0.004803
85.051644,NaN,NaN,NaN,NaN,1,0,0,0.059296,-2.033652,1.978535,-0.058038,-2.017068,-1.953527,-4.875084,0.031609,-0.004829
85.059931,NaN,NaN,NaN,NaN,1,0,0,0.059273,-2.033548,1.978498,-0.058031,-2.016799,-1.953394,-4.874756,0.031639,-0.004856
85.080856,NaN,NaN,NaN,NaN,1,0,0,0.059268,-2.033255,1.978381,-0.058019,-2.016009,-1.952993,-4.874550,0.031700,-0.004940
85.100269,NaN,NaN,NaN,NaN,1,0,0,0.059299,-2.033028,1.978304,-0.058015,-2.015479,-1.952567,-4.874279,0.031746,-0.004997
85.112881,NaN,NaN,NaN,NaN,1,0,0,0.059310,-2.032921,1.978278,-0.058012,-2.015219,-1.952423,-4.874195,0.031769,-0.005013
85.121196,NaN,NaN,NaN,NaN,1,0,0,0.059326,-2.032818,1.978257,-0.058014,-2.014961,-1.952280,-4.874104,0.031784,-0.005032
85.131011,NaN,NaN,NaN,NaN,1,0,0,0.059343,-2.032570,1.978236,-0.058015,-2.014463,-1.952136,-4.874012,0.031822,-0.005051
85.139797,NaN,NaN,NaN,NaN,1,0,0,0.059377,-2.032453,1.978193,-0.058015,-2.014217,-1.951846,-4.873837,0.031837,-0.005100
85.159992,NaN,NaN,NaN,NaN,1,0,0,0.059413,-2.032113,1.978140,-0.058027,-2.013510,-1.951560,-4.873657,0.031879,-0.005150
85.179836,NaN,NaN,NaN,NaN,1,0,0,0.059432,-2.031903,1.978049,-0.058033,-2.013055,-1.951137,-4.873573,0.031906,-0.005226
85.199060,NaN,NaN,NaN,NaN,1,0,0,0.059527,-2.031790,1.978003,-0.058060,-2.012858,-1.950858,-4.873329,0.031910,-0.005238
85.211663,NaN,NaN,NaN,NaN,1,0,0,0.059601,-2.031680,1.977956,-0.058081,-2.012662,-1.950576,-4.873180,0.031910,-0.005245
85.220580,NaN,NaN,NaN,NaN,1,0,0,0.059647,-2.031361,1.977922,-0.058099,-2.012112,-1.950447,-4.873108,0.031910,-0.005272
85.239780,NaN,NaN,NaN,NaN,1,0,0,0.059784,-2.031145,1.977854,-0.058148,-2.011788,-1.950185,-4.872906,0.031910,-0.005322
85.251820,NaN,NaN,NaN,NaN,1,0,0,0.059833,-2.030931,1.977820,-0.058166,-2.011497,-1.950053,-4.872837,0.031910,-0.005341
85.259995,NaN,NaN,NaN,NaN,1,0,0,0.059929,-2.030824,1.977738,-0.058201,-2.011368,-1.949797,-4.872711,0.031910,-0.005398
85.281428,NaN,NaN,NaN,NaN,1,0,0,0.060024,-2.030621,1.977657,-0.058233,-2.011113,-1.949536,-4.872593,0.031906,-0.005447
85.300981,NaN,NaN,NaN,NaN,1,0,0,0.060181,-2.030325,1.977569,-0.058275,-2.010777,-1.949274,-4.872425,0.031879,-0.005527
85.320565,NaN,NaN,NaN,NaN,1,0,0,0.060232,-2.030230,1.977433,-0.058287,-2.010674,-1.948884,-4.872372,0.031868,-0.005661
85.331013,NaN,NaN,NaN,NaN,1,0,0,0.060281,-2.029967,1.977383,-0.058306,-2.010391,-1.948759,-4.872314,0.031860,-0.005711
85.339775,NaN,NaN,NaN,NaN,1,0,0,0.060424,-2.029887,1.977285,-0.058359,-2.010301,-1.948506,-4.872154,0.031857,-0.005806
85.359891,NaN,NaN,NaN,NaN,1,0,0,0.060499,-2.029809,1.977165,-0.058410,-2.010213,-1.948261,-4.872059,0.031849,-0.005894
85.380738,NaN,NaN,NaN,NaN,1,0,0,0.060570,-2.029559,1.977047,-0.058458,-2.009960,-1.948013,-4.871971,0.031872,-0.005978
85.399713,NaN,NaN,NaN,NaN,1,0,0,0.060660,-2.029509,1.976850,-0.058530,-2.009924,-1.947685,-4.871822,0.031883,-0.006062
85.413950,NaN,NaN,NaN,NaN,1,0,0,0.060689,-2.029376,1.976721,-0.058553,-2.009818,-1.947461,-4.871773,0.031898,-0.006111
85.430987,NaN,NaN,NaN,NaN,1,0,0,0.060745,-2.029289,1.976584,-0.058619,-2.009760,-1.947279,-4.871666,0.031918,-0.006161
85.451261,NaN,NaN,NaN,NaN,1,0,0,0.060821,-2.029164,1.976448,-0.058713,-2.009659,-1.947091,-4.871532,0.031944,-0.006222
85.459722,NaN,NaN,NaN,NaN,1,0,0,0.060863,-2.029118,1.976376,-0.058772,-2.009617,-1.947009,-4.871464,0.031948,-0.006248
85.471607,NaN,NaN,NaN,NaN,1,0,0,0.060883,-2.029075,1.976232,-0.058800,-2.009575,-1.946842,-4.871433,0.031948,-0.006306
85.491033,NaN,NaN,NaN,NaN,1,0,0,0.060886,-2.028913,1.976089,-0.058824,-2.009445,-1.946685,-4.871414,0.031952,-0.006351
85.499710,NaN,NaN,NaN,NaN,1,0,0,0.060895,-2.028857,1.975946,-0.058891,-2.009401,-1.946538,-4.871365,0.031956,-0.006367
85.513872,NaN,NaN,NaN,NaN,1,0,0,0.060886,-2.028803,1.975876,-0.058909,-2.009358,-1.946462,-4.871349,0.031956,-0.006374
85.530977,NaN,NaN,NaN,NaN,1,0,0,0.060871,-2.028635,1.975712,-0.058942,-2.009225,-1.946341,-4.871326,0.031967,-0.006405
85.551234,NaN,NaN,NaN,NaN,1,0,0,0.060837,-2.028584,1.975481,-0.058978,-2.009182,-1.946171,-4.871300,0.031963,-0.006454
85.559806,NaN,NaN,NaN,NaN,1,0,0,0.060818,-2.028536,1.975411,-0.058983,-2.009139,-1.946126,-4.871296,0.031963,-0.006474
85.573386,NaN,NaN,NaN,NaN,1,0,0,0.060782,-2.028362,1.975273,-0.058992,-2.009045,-1.946032,-4.871250,0.031948,-0.006504
85.590972,NaN,NaN,NaN,NaN,1,0,0,0.060776,-2.028309,1.975168,-0.058988,-2.009014,-1.945971,-4.871227,0.031940,-0.006554
85.599609,NaN,NaN,NaN,NaN,1,0,0,0.060773,-2.028163,1.975115,-0.058987,-2.008929,-1.945939,-4.871216,0.031898,-0.006580
85.620461,NaN,NaN,NaN,NaN,1,0,0,0.060781,-2.028078,1.975004,-0.058992,-2.008870,-1.945875,-4.871212,0.031933,-0.006657
85.641209,NaN,NaN,NaN,NaN,1,0,0,0.060818,-2.028039,1.974943,-0.059013,-2.008839,-1.945838,-4.871166,0.031944,-0.006706
85.659784,NaN,NaN,NaN,NaN,1,0,0,0.060894,-2.027923,1.974939,-0.059057,-2.008757,-1.945820,-4.871155,0.031975,-0.006836
85.679967,NaN,NaN,NaN,NaN,1,0,0,0.060919,-2.027803,1.974930,-0.059071,-2.008695,-1.945799,-4.871151,0.032009,-0.006901
85.699850,NaN,NaN,NaN,NaN,1,0,0,0.061038,-2.027732,1.974934,-0.059155,-2.008672,-1.945783,-4.871201,0.032059,-0.007069
85.712378,NaN,NaN,NaN,NaN,1,0,0,0.061058,-2.027671,1.974933,-0.059178,-2.008650,-1.945774,-4.871223,0.032097,-0.007122
85.730994,NaN,NaN,NaN,NaN,1,0,0,0.061079,-2.027603,1.974948,-0.059200,-2.008623,-1.945765,-4.871243,0.032162,-0.007263
85.739834,NaN,NaN,NaN,NaN,1,0,0,0.061140,-2.027584,1.974956,-0.059264,-2.008614,-1.945748,-4.871315,0.032185,-0.007374
85.759729,NaN,NaN,NaN,NaN,1,0,0,0.061184,-2.027566,1.974956,-0.059303,-2.008586,-1.945762,-4.871334,0.032204,-0.007515
85.772866,NaN,NaN,NaN,NaN,1,0,0,0.061205,-2.027523,1.974955,-0.059323,-2.008507,-1.945766,-4.871346,0.032253,-0.007584
85.783589,NaN,NaN,NaN,NaN,1,0,0,0.061260,-2.027509,1.974949,-0.059341,-2.008477,-1.945794,-4.871376,0.032269,-0.007725
85.800745,NaN,NaN,NaN,NaN,1,0,0,0.061287,-2.027474,1.974940,-0.059351,-2.008391,-1.945840,-4.871395,0.032272,-0.007874
85.811294,NaN,NaN,NaN,NaN,1,0,0,0.061314,-2.027466,1.974933,-0.059360,-2.008364,-1.945860,-4.871410,0.032269,-0.007942
85.821112,NaN,NaN,NaN,NaN,1,0,0,0.061382,-2.027453,1.974908,-0.059377,-2.008334,-1.945963,-4.871414,0.032272,-0.008121
85.831021,NaN,NaN,NaN,NaN,1,0,0,0.061402,-2.027441,1.974894,-0.059381,-2.008305,-1.946011,-4.871414,0.032276,-0.008205
85.851241,NaN,NaN,NaN,NaN,1,0,0,0.061423,-2.027432,1.974863,-0.059386,-2.008277,-1.946132,-4.871410,0.032280,-0.008392
85.859013,NaN,NaN,NaN,NaN,1,0,0,0.061426,-2.027404,1.974846,-0.059374,-2.008217,-1.946204,-4.871407,0.032299,-0.008480
85.873201,NaN,NaN,NaN,NaN,1,0,0,0.061437,-2.027370,1.974810,-0.059342,-2.008156,-1.946340,-4.871391,0.032326,-0.008644
85.891000,NaN,NaN,NaN,NaN,1,0,0,0.061427,-2.027292,1.974778,-0.059305,-2.008036,-1.946533,-4.871376,0.032375,-0.008846
85.899573,NaN,NaN,NaN,NaN,1,0,0,0.061402,-2.027264,1.974743,-0.059199,-2.007992,-1.946713,-4.871338,0.032391,-0.009041
85.920184,NaN,NaN,NaN,NaN,1,0,0,0.061383,-2.027237,1.974700,-0.059149,-2.007950,-1.946961,-4.871319,0.032406,-0.009262
85.930947,NaN,NaN,NaN,NaN,1,0,0,0.061345,-2.027114,1.974678,-0.059054,-2.007771,-1.947080,-4.871284,0.032490,-0.009373
85.951195,NaN,NaN,NaN,NaN,1,0,0,0.061327,-2.027045,1.974612,-0.059008,-2.007642,-1.947456,-4.871265,0.032562,-0.009708
85.972614,NaN,NaN,NaN,NaN,1,0,0,0.061241,-2.026960,1.974570,-0.058782,-2.007434,-1.947745,-4.871185,0.032696,-0.009953
85.990949,NaN,NaN,NaN,NaN,1,0,0,0.061201,-2.026926,1.974520,-0.058628,-2.007362,-1.948214,-4.871143,0.032764,-0.010380
85.999488,NaN,NaN,NaN,NaN,1,0,0,0.061163,-2.026838,1.974505,-0.058480,-2.007152,-1.948373,-4.871101,0.032948,-0.010525
86.011512,NaN,NaN,NaN,NaN,1,0,0,0.061144,-2.026813,1.974489,-0.058361,-2.007083,-1.948528,-4.871078,0.033031,-0.010666
86.030942,NaN,NaN,NaN,NaN,1,0,0,0.061091,-2.026791,1.974476,-0.058016,-2.007014,-1.949058,-4.871010,0.033112,-0.011131
86.051488,NaN,NaN,NaN,NaN,1,0,0,0.061090,-2.026734,1.974475,-0.057876,-2.006731,-1.949415,-4.870983,0.033405,-0.011440
86.072525,NaN,NaN,NaN,NaN,1,0,0,0.061090,-2.026723,1.974486,-0.057340,-2.006586,-1.949954,-4.870903,0.033550,-0.011913
86.091539,NaN,NaN,NaN,NaN,1,0,0,0.061117,-2.026727,1.974505,-0.057013,-2.006390,-1.950532,-4.870876,0.033810,-0.012421
86.101648,NaN,NaN,NaN,NaN,1,0,0,0.061144,-2.026732,1.974510,-0.056696,-2.006329,-1.950716,-4.870857,0.033905,-0.012577
86.119906,NaN,NaN,NaN,NaN,1,0,0,0.061152,-2.026739,1.974519,-0.056505,-2.006268,-1.951095,-4.870850,0.033993,-0.012924
86.131441,NaN,NaN,NaN,NaN,1,0,0,0.061180,-2.026695,1.974523,-0.055950,-2.006014,-1.951457,-4.870827,0.034317,-0.013256
86.151139,NaN,NaN,NaN,NaN,1,0,0,0.061187,-2.026685,1.974555,-0.055738,-2.005931,-1.951842,-4.870819,0.034416,-0.013630
86.159726,NaN,NaN,NaN,NaN,1,0,0,0.061201,-2.026580,1.974569,-0.055324,-2.005595,-1.952028,-4.870811,0.034763,-0.013813
86.180405,NaN,NaN,NaN,NaN,1,0,0,0.061219,-2.026551,1.974637,-0.054670,-2.005486,-1.952599,-4.870766,0.034870,-0.014378
86.191052,NaN,NaN,NaN,NaN,1,0,0,0.061225,-2.026508,1.974663,-0.054449,-2.005334,-1.952787,-4.870754,0.034988,-0.014565
86.199873,NaN,NaN,NaN,NaN,1,0,0,0.061231,-2.026468,1.974687,-0.054231,-2.005184,-1.952971,-4.870743,0.035107,-0.014744
86.211798,NaN,NaN,NaN,NaN,1,0,0,0.061226,-2.026395,1.974710,-0.053996,-2.004890,-1.953151,-4.870743,0.035328,-0.014923
86.220281,NaN,NaN,NaN,NaN,1,0,0,0.061217,-2.026289,1.974754,-0.053536,-2.004508,-1.953509,-4.870743,0.035583,-0.015274
86.240610,NaN,NaN,NaN,NaN,1,0,0,0.061215,-2.026240,1.974793,-0.053310,-2.004320,-1.953850,-4.870739,0.035706,-0.015606
86.251137,NaN,NaN,NaN,NaN,1,0,0,0.061193,-2.026133,1.974807,-0.053069,-2.003912,-1.954030,-4.870743,0.035946,-0.015785
86.259625,NaN,NaN,NaN,NaN,1,0,0,0.061173,-2.026075,1.974821,-0.052830,-2.003694,-1.954206,-4.870747,0.036072,-0.015961
86.271262,NaN,NaN,NaN,NaN,1,0,0,0.061104,-2.026021,1.974844,-0.052098,-2.003478,-1.954545,-4.870770,0.036190,-0.016281
86.281024,NaN,NaN,NaN,NaN,1,0,0,0.061073,-2.025906,1.974835,-0.051838,-2.003023,-1.954721,-4.870781,0.036419,-0.016457
86.291106,NaN,NaN,NaN,NaN,1,0,0,0.061043,-2.025787,1.974826,-0.051582,-2.002547,-1.954893,-4.870800,0.036640,-0.016624
86.300874,NaN,NaN,NaN,NaN,1,0,0,0.061014,-2.025732,1.974805,-0.051329,-2.002314,-1.955226,-4.870819,0.036743,-0.016949
86.311762,NaN,NaN,NaN,NaN,1,0,0,0.060895,-2.025660,1.974783,-0.050770,-2.002061,-1.955400,-4.870872,0.036846,-0.017128
86.320139,NaN,NaN,NaN,NaN,1,0,0,0.060839,-2.025592,1.974761,-0.050496,-2.001811,-1.955571,-4.870895,0.036942,-0.017300
86.332290,NaN,NaN,NaN,NaN,1,0,0,0.060783,-2.025467,1.974714,-0.050226,-2.001319,-1.955901,-4.870918,0.037136,-0.017635
86.340973,NaN,NaN,NaN,NaN,1,0,0,0.060730,-2.025409,1.974683,-0.049960,-2.001076,-1.956067,-4.870941,0.037231,-0.017811
86.359574,NaN,NaN,NaN,NaN,1,0,0,0.060548,-2.025259,1.974622,-0.049107,-2.000595,-1.956387,-4.871006,0.037411,-0.018158
86.372294,NaN,NaN,NaN,NaN,1,0,0,0.060491,-2.025122,1.974591,-0.048830,-2.000125,-1.956542,-4.871021,0.037582,-0.018322
86.380178,NaN,NaN,NaN,NaN,1,0,0,0.060424,-2.025020,1.974565,-0.048534,-1.999881,-1.956697,-4.871033,0.037670,-0.018497
86.399051,NaN,NaN,NaN,NaN,1,0,0,0.060295,-2.024921,1.974484,-0.047953,-1.999640,-1.957141,-4.871059,0.037758,-0.018997
86.411086,NaN,NaN,NaN,NaN,1,0,0,0.060233,-2.024733,1.974450,-0.047669,-1.999164,-1.957302,-4.871067,0.037907,-0.019157
86.419935,NaN,NaN,NaN,NaN,1,0,0,0.060094,-2.024473,1.974417,-0.047043,-1.998694,-1.957459,-4.871071,0.038078,-0.019314
86.433103,NaN,NaN,NaN,NaN,1,0,0,0.059963,-2.024229,1.974350,-0.046435,-1.998233,-1.957760,-4.871067,0.038239,-0.019619
86.451043,NaN,NaN,NaN,NaN,1,0,0,0.059880,-2.024078,1.974276,-0.046115,-1.997994,-1.958074,-4.871067,0.038326,-0.019897
86.459657,NaN,NaN,NaN,NaN,1,0,0,0.059798,-2.023931,1.974239,-0.045800,-1.997756,-1.958225,-4.871063,0.038399,-0.020023
86.471230,NaN,NaN,NaN,NaN,1,0,0,0.059641,-2.023789,1.974163,-0.045184,-1.997521,-1.958516,-4.871059,0.038471,-0.020264
86.480393,NaN,NaN,NaN,NaN,1,0,0,0.059426,-2.023463,1.974121,-0.044519,-1.997060,-1.958663,-4.871078,0.038620,-0.020374
86.490962,NaN,NaN,NaN,NaN,1,0,0,0.059322,-2.023102,1.974078,-0.044195,-1.996608,-1.958806,-4.871090,0.038776,-0.020481
86.501945,NaN,NaN,NaN,NaN,1,0,0,0.059220,-2.022928,1.973993,-0.043874,-1.996386,-1.959081,-4.871098,0.038849,-0.020687
86.519833,NaN,NaN,NaN,NaN,1,0,0,0.058806,-2.022523,1.973902,-0.042851,-1.995951,-1.959342,-4.871128,0.039009,-0.020889
86.541440,NaN,NaN,NaN,NaN,1,0,0,0.058384,-2.021921,1.973775,-0.041848,-1.995305,-1.959715,-4.871166,0.039238,-0.021160
86.559543,NaN,NaN,NaN,NaN,1,0,0,0.058105,-2.021711,1.973700,-0.041195,-1.995089,-1.959958,-4.871189,0.039314,-0.021317
86.579996,NaN,NaN,NaN,NaN,1,0,0,0.057693,-2.020880,1.973633,-0.040200,-1.994220,-1.960291,-4.871243,0.039574,-0.021523
86.602452,NaN,NaN,NaN,NaN,1,0,0,0.057431,-2.020474,1.973602,-0.039560,-1.993785,-1.960496,-4.871273,0.039680,-0.021648
86.611053,NaN,NaN,NaN,NaN,1,0,0,0.057302,-2.020060,1.973593,-0.039231,-1.993352,-1.960592,-4.871300,0.039799,-0.021694
86.634373,NaN,NaN,NaN,NaN,1,0,0,0.056931,-2.019640,1.973612,-0.038272,-1.992919,-1.960835,-4.871380,0.039921,-0.021793
86.640241,NaN,NaN,NaN,NaN,1,0,0,0.056805,-2.019436,1.973614,-0.037953,-1.992704,-1.960901,-4.871410,0.039978,-0.021839
86.659584,NaN,NaN,NaN,NaN,1,0,0,0.056442,-2.018758,1.973617,-0.037028,-1.992041,-1.961087,-4.871513,0.040146,-0.021957
86.679786,NaN,NaN,NaN,NaN,1,0,0,0.056313,-2.018540,1.973618,-0.036719,-1.991823,-1.961208,-4.871559,0.040199,-0.022038
86.690975,NaN,NaN,NaN,NaN,1,0,0,0.056186,-2.017783,1.973617,-0.036414,-1.991183,-1.961266,-4.871605,0.040337,-0.022076
86.700914,NaN,NaN,NaN,NaN,1,0,0,0.055940,-2.017539,1.973616,-0.035821,-1.990972,-1.961321,-4.871693,0.040379,-0.022114
86.720314,NaN,NaN,NaN,NaN,1,0,0,0.055548,-2.016984,1.973585,-0.034913,-1.990560,-1.961465,-4.871883,0.040459,-0.022232
86.740226,NaN,NaN,NaN,NaN,1,0,0,0.055164,-2.016449,1.973532,-0.033988,-1.990152,-1.961587,-4.872101,0.040531,-0.022343
86.751022,NaN,NaN,NaN,NaN,1,0,0,0.055039,-2.016151,1.973501,-0.033679,-1.989959,-1.961620,-4.872169,0.040581,-0.022358
86.759730,NaN,NaN,NaN,NaN,1,0,0,0.054916,-2.015288,1.973471,-0.033375,-1.989382,-1.961651,-4.872242,0.040695,-0.022373
86.771295,NaN,NaN,NaN,NaN,1,0,0,0.054782,-2.014983,1.973442,-0.033062,-1.989211,-1.961681,-4.872334,0.040745,-0.022388
86.780498,NaN,NaN,NaN,NaN,1,0,0,0.054650,-2.014682,1.973392,-0.032754,-1.989040,-1.961707,-4.872425,0.040791,-0.022408
86.801213,NaN,NaN,NaN,NaN,1,0,0,0.054394,-2.014097,1.973248,-0.032154,-1.988701,-1.961779,-4.872601,0.040886,-0.022453
86.819836,NaN,NaN,NaN,NaN,1,0,0,0.053869,-2.013218,1.973036,-0.030941,-1.988283,-1.961800,-4.872986,0.041065,-0.022495
86.841129,NaN,NaN,NaN,NaN,1,0,0,0.053605,-2.012633,1.972864,-0.030331,-1.988031,-1.961803,-4.873192,0.041191,-0.022526
86.860035,NaN,NaN,NaN,NaN,1,0,0,0.053226,-2.011760,1.972564,-0.029456,-1.987689,-1.961789,-4.873482,0.041378,-0.022591
86.879761,NaN,NaN,NaN,NaN,1,0,0,0.052951,-2.011477,1.972287,-0.028892,-1.987575,-1.961778,-4.873695,0.041439,-0.022636
86.892944,NaN,NaN,NaN,NaN,1,0,0,0.052817,-2.010609,1.972151,-0.028617,-1.987304,-1.961771,-4.873806,0.041653,-0.022659
