mission_time_s,tx,ty,tz,error,d1,d2,d3,x1,x2,x3,y1,y2,y3,z1,z2,z3
345.865269,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.732598,10.728958,13.696517,19.858433,16.343822,16.311068,-4.938686,-4.881981,-4.954563
345.886329,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.743674,10.740500,13.707556,19.859072,16.344162,16.311226,-4.938732,-4.881462,-4.954353
345.906638,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.747364,10.748211,13.714960,19.859280,16.344353,16.311308,-4.938744,-4.881096,-4.954205
345.925020,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.762108,10.755940,13.726099,19.860067,16.344519,16.311394,-4.938816,-4.880711,-4.954018
345.946527,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.765787,10.771441,13.733530,19.860258,16.344795,16.311449,-4.938839,-4.879871,-4.953911
345.956583,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.773137,10.775324,13.740984,19.860634,16.344852,16.311462,-4.938892,-4.879646,-4.953823
345.977082,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.784142,10.783080,13.748432,19.861183,16.344969,16.311489,-4.939068,-4.879223,-4.953735
345.996553,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.795139,10.794720,13.759598,19.861677,16.345081,16.311514,-4.939232,-4.878574,-4.953617
346.005749,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.798800,10.798594,13.763317,19.861841,16.345118,16.311527,-4.939285,-4.878372,-4.953575
346.016890,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.802463,10.802482,13.767045,19.862000,16.345131,16.311539,-4.939331,-4.878170,-4.953548
346.038356,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.813437,10.806367,13.778218,19.862469,16.345142,16.311588,-4.939472,-4.877972,-4.953465
346.056573,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.820747,10.821921,13.785667,19.862764,16.345160,16.311626,-4.939548,-4.877239,-4.953434
346.076895,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.831692,10.829702,13.796817,19.863197,16.345150,16.311707,-4.939674,-4.876911,-4.953400
346.096859,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.838970,10.837519,13.804228,19.863474,16.345133,16.311747,-4.939781,-4.876606,-4.953400
346.107093,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.842607,10.849286,13.811625,19.863611,16.345102,16.311798,-4.939831,-4.876194,-4.953392
346.126153,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.849865,10.853246,13.819004,19.863920,16.345102,16.311863,-4.939945,-4.876060,-4.953438
346.138456,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.853492,10.857201,13.822687,19.864071,16.345104,16.311899,-4.940002,-4.875935,-4.953457
346.146384,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.857116,10.869090,13.826364,19.864222,16.345118,16.311937,-4.940056,-4.875576,-4.953476
346.165445,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.871555,10.873075,13.837370,19.864878,16.345129,16.312050,-4.940289,-4.875462,-4.953568
346.177046,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.875154,10.881034,13.841028,19.865061,16.345152,16.312094,-4.940346,-4.875248,-4.953594
346.196608,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.885943,10.889053,13.851992,19.865591,16.345213,16.312216,-4.940525,-4.875069,-4.953701
346.205861,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.889538,10.897053,13.855634,19.865765,16.345274,16.312262,-4.940590,-4.874905,-4.953728
346.225388,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.896709,10.905062,13.866584,19.866154,16.345398,16.312408,-4.940708,-4.874767,-4.953861
346.246029,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.907446,10.913052,13.873858,19.866739,16.345520,16.312506,-4.940868,-4.874641,-4.953960
346.265619,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.914583,10.929018,13.884736,19.867140,16.345882,16.312651,-4.940979,-4.874443,-4.954109
346.287032,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.925277,10.933002,13.891974,19.867746,16.345993,16.312731,-4.941109,-4.874405,-4.954224
346.296741,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.928839,10.936983,13.895586,19.867949,16.346104,16.312777,-4.941143,-4.874374,-4.954277
346.316828,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.939508,10.944932,13.906407,19.868559,16.346321,16.312918,-4.941227,-4.874321,-4.954441
346.325912,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.943062,10.952833,13.910008,19.868761,16.346584,16.312969,-4.941257,-4.874283,-4.954494
346.338026,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.946614,10.956778,13.913606,19.868959,16.346716,16.313023,-4.941288,-4.874271,-4.954544
346.356624,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.957266,10.972473,13.924397,19.869595,16.347307,16.313179,-4.941334,-4.874268,-4.954697
346.376772,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.960814,10.976377,13.931584,19.869801,16.347471,16.313290,-4.941349,-4.874283,-4.954784
346.385364,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.967896,10.980276,13.938773,19.870245,16.347633,16.313408,-4.941368,-4.874298,-4.954884
346.406380,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.978505,10.995715,13.945951,19.870913,16.348396,16.313538,-4.941399,-4.874432,-4.954964
346.424996,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.982035,10.999532,13.956757,19.871143,16.348602,16.313721,-4.941406,-4.874481,-4.955074
346.437769,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.992592,11.010969,13.960355,19.871847,16.349211,16.313789,-4.941414,-4.874619,-4.955101
346.456594,17.352743,15.661575,-10.222924,19.294256,1,0,1,13.996089,11.014742,13.967575,19.872093,16.349440,16.313923,-4.941406,-4.874680,-4.955151
346.466355,17.352743,15.661575,-10.222924,19.294256,1,0,1,14.006581,11.022281,13.974790,19.872816,16.349892,16.314068,-4.941391,-4.874813,-4.955185
346.485281,17.352743,15.661575,-10.222924,19.294256,1,0,1,14.010069,11.033516,13.982004,19.873079,16.350613,16.314232,-4.941380,-4.875061,-4.955254
346.497649,17.352743,15.661575,-10.222924,19.294256,1,0,1,14.020532,11.040978,13.985610,19.873848,16.351101,16.314318,-4.941326,-4.875240,-4.955284
346.516786,17.352743,15.661575,-10.222924,19.294256,1,0,1,14.027500,11.044688,13.996411,19.874401,16.351368,16.314581,-4.941284,-4.875351,-4.955357
346.524952,17.352743,15.661575,-10.222924,19.294256,1,0,1,14.030985,11.052103,14.000009,19.874672,16.351894,16.314672,-4.941265,-4.875568,-4.955372
346.545989,17.352743,15.661575,-10.222924,19.294256,1,0,1,14.034470,11.063158,14.010781,19.874941,16.352728,16.314966,-4.941246,-4.875935,-4.955395
346.556641,17.352743,15.661575,-10.222924,19.294256,1,0,1,14.044927,11.066832,14.014369,19.875803,16.353010,16.315069,-4.941174,-4.876060,-4.955395
346.576917,17.352743,15.661575,-10.222924,19.294256,1,0,1,14.051896,11.074164,14.021538,19.876369,16.353584,16.315298,-4.941116,-4.876305,-4.955379
346.598294,17.352743,15.661575,-10.222924,19.294256,1,0,1,14.062351,11.085140,14.032286,19.877207,16.354448,16.315676,-4.941010,-4.876659,-4.955326
346.616684,17.352743,15.661575,-10.222924,19.294256,1,0,1,14.065831,11.092441,14.039449,19.877485,16.355017,16.315947,-4.940960,-4.876881,-4.955288
346.639483,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.079753,11.103369,14.050191,19.878565,16.355858,16.316380,-4.940781,-4.877201,-4.955200
346.656584,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.083233,11.110626,14.057356,19.878826,16.356386,16.316702,-4.940735,-4.877422,-4.955116
346.665415,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.093672,11.117880,14.064525,19.879601,16.356905,16.317028,-4.940590,-4.877651,-4.955032
346.685488,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.100627,11.121489,14.071712,19.880112,16.357147,16.317417,-4.940475,-4.877773,-4.954918
346.697278,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.104106,11.132314,14.075306,19.880363,16.357864,16.317614,-4.940422,-4.878124,-4.954861
346.716709,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.111065,11.139475,14.086125,19.880857,16.358284,16.318289,-4.940311,-4.878353,-4.954655
346.725501,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.118029,11.143056,14.089739,19.881340,16.358494,16.318529,-4.940216,-4.878456,-4.954575
346.745871,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.124992,11.146637,14.097004,19.881817,16.358700,16.319050,-4.940147,-4.878555,-4.954407
346.766270,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.131957,11.157225,14.107960,19.882290,16.359262,16.319885,-4.940083,-4.878845,-4.954128
346.776894,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.135440,11.164239,14.111654,19.882523,16.359610,16.320211,-4.940052,-4.879028,-4.954021
346.786320,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.145862,11.167724,14.119044,19.883183,16.359772,16.320862,-4.939957,-4.879101,-4.953793
346.798107,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.149337,11.174698,14.122739,19.883396,16.360094,16.321184,-4.939930,-4.879250,-4.953678
346.807193,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.152796,11.178144,14.126471,19.883604,16.360231,16.321526,-4.939911,-4.879318,-4.953568
346.825025,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.159717,11.185043,14.133934,19.884014,16.360504,16.322199,-4.939873,-4.879456,-4.953346
346.845373,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.166627,11.191924,14.145181,19.884428,16.360746,16.323225,-4.939850,-4.879612,-4.953018
346.856575,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.170077,11.198785,14.148937,19.884638,16.360962,16.323568,-4.939846,-4.879784,-4.952908
346.866840,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.176982,11.202218,14.152695,19.885050,16.361071,16.323912,-4.939835,-4.879868,-4.952801
346.885220,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.183855,11.212461,14.163981,19.885445,16.361359,16.324970,-4.939850,-4.880135,-4.952503
346.898236,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.187295,11.219279,14.171512,19.885639,16.361540,16.325682,-4.939857,-4.880322,-4.952316
346.906803,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.197598,11.222663,14.175271,19.886198,16.361618,16.326035,-4.939930,-4.880421,-4.952244
346.924935,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.204469,11.229439,14.182791,19.886559,16.361773,16.326735,-4.939964,-4.880619,-4.952095
346.945776,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.207910,11.239562,14.194078,19.886736,16.361984,16.327766,-4.939999,-4.880920,-4.951878
346.966422,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.221684,11.242932,14.201607,19.887440,16.362051,16.328445,-4.940170,-4.881020,-4.951725
346.976778,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.225130,11.249648,14.205376,19.887621,16.362175,16.328775,-4.940250,-4.881229,-4.951660
346.985336,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.232026,11.256346,14.212911,19.887974,16.362289,16.329437,-4.940407,-4.881454,-4.951523
346.999038,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.235477,11.259700,14.216678,19.888149,16.362349,16.329763,-4.940487,-4.881561,-4.951454
347.005948,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.238923,11.263022,14.220448,19.888315,16.362404,16.330088,-4.940590,-4.881687,-4.951385
347.016628,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.242371,11.266349,14.224218,19.888479,16.362459,16.330412,-4.940693,-4.881809,-4.951317
347.036929,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.252712,11.269680,14.235537,19.888956,16.362514,16.331371,-4.941021,-4.881943,-4.951092
347.045264,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.256155,11.279628,14.239315,19.889107,16.362701,16.331690,-4.941147,-4.882339,-4.951012
347.056990,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.263044,11.282942,14.246868,19.889406,16.362768,16.332323,-4.941391,-4.882473,-4.950851
347.067598,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.266476,11.286260,14.250653,19.889540,16.362835,16.332647,-4.941536,-4.882599,-4.950760
347.085232,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.269909,11.296126,14.258221,19.889671,16.363052,16.333294,-4.941681,-4.883015,-4.950581
347.098715,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.273343,11.299425,14.262004,19.889803,16.363125,16.333614,-4.941822,-4.883152,-4.950489
347.106428,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.283629,11.305937,14.269562,19.890182,16.363285,16.334297,-4.942261,-4.883438,-4.950287
347.126353,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.290483,11.312471,14.277116,19.890427,16.363443,16.334974,-4.942554,-4.883709,-4.950089
347.137461,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.293900,11.315746,14.280892,19.890541,16.363523,16.335308,-4.942722,-4.883839,-4.949989
347.157257,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.304158,11.325467,14.292178,19.890871,16.363745,16.336332,-4.943245,-4.884243,-4.949661
347.176576,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.307587,11.328719,14.299692,19.890961,16.363819,16.337015,-4.943455,-4.884373,-4.949444
347.185385,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.314445,11.335187,14.303443,19.891136,16.363947,16.337358,-4.943859,-4.884647,-4.949333
347.205505,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.321323,11.344908,14.314681,19.891293,16.364141,16.338377,-4.944271,-4.885075,-4.949028
347.217671,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.328217,11.348143,14.322161,19.891428,16.364206,16.339046,-4.944698,-4.885223,-4.948833
347.225953,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.331665,11.354630,14.325900,19.891495,16.364340,16.339380,-4.944904,-4.885517,-4.948738
347.245424,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.342057,11.357861,14.333339,19.891649,16.364408,16.340021,-4.945560,-4.885666,-4.948559
347.257138,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.345522,11.361099,14.337059,19.891699,16.364477,16.340338,-4.945770,-4.885811,-4.948471
347.266142,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.348989,11.370815,14.340776,19.891747,16.364695,16.340654,-4.945972,-4.886261,-4.948391
347.277100,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.355914,11.374043,14.348175,19.891829,16.364771,16.341270,-4.946404,-4.886417,-4.948231
347.285858,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.359378,11.377278,14.351874,19.891870,16.364847,16.341576,-4.946613,-4.886566,-4.948154
347.306483,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.369806,11.386935,14.362953,19.891958,16.365103,16.342470,-4.947247,-4.887016,-4.947941
347.326536,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.376775,11.393380,14.370332,19.892006,16.365280,16.343058,-4.947659,-4.887318,-4.947800
347.345255,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.383801,11.396583,14.377709,19.892008,16.365366,16.343607,-4.948082,-4.887470,-4.947678
347.357336,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.390831,11.406229,14.385083,19.892006,16.365627,16.344154,-4.948483,-4.887905,-4.947563
347.367449,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.394361,11.409422,14.388774,19.891985,16.365709,16.344410,-4.948689,-4.888054,-4.947521
347.376603,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.397893,11.412622,14.392464,19.891966,16.365791,16.344664,-4.948891,-4.888195,-4.947479
347.385292,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.404960,11.419044,14.399839,19.891922,16.365959,16.345167,-4.949276,-4.888477,-4.947395
347.405889,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.412052,11.425455,14.407210,19.891863,16.366104,16.345634,-4.949718,-4.888763,-4.947311
347.416623,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.415600,11.428653,14.410895,19.891830,16.366165,16.345850,-4.949928,-4.888905,-4.947273
347.426438,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.419148,11.431857,14.418261,19.891798,16.366228,16.346279,-4.950134,-4.889046,-4.947197
347.444971,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.429858,11.441454,14.425651,19.891695,16.366404,16.346638,-4.950768,-4.889481,-4.947117
347.466852,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.433429,11.447869,14.433035,19.891659,16.366520,16.346996,-4.950954,-4.889767,-4.947037
347.476626,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.444222,11.454260,14.440473,19.891539,16.366634,16.347309,-4.951496,-4.890060,-4.946957
347.497083,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.447821,11.457466,14.447901,19.891497,16.366692,16.347624,-4.951668,-4.890205,-4.946880
347.505599,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.458708,11.460680,14.455375,19.891376,16.366753,16.347898,-4.952175,-4.890347,-4.946796
347.516586,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.462335,11.467070,14.459108,19.891335,16.366848,16.348038,-4.952351,-4.890614,-4.946754
347.526345,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.465960,11.473490,14.462838,19.891293,16.366949,16.348175,-4.952518,-4.890873,-4.946716
347.536704,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.469599,11.476690,14.466579,19.891253,16.366991,16.348305,-4.952694,-4.890999,-4.946671
347.544984,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.476872,11.483115,14.474051,19.891169,16.367077,16.348564,-4.953026,-4.891251,-4.946583
347.566629,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.484164,11.489557,14.481537,19.891083,16.367159,16.348812,-4.953342,-4.891502,-4.946491
347.585221,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.495121,11.492782,14.492777,19.890949,16.367195,16.349165,-4.953804,-4.891628,-4.946335
347.597011,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.498788,11.499251,14.496536,19.890915,16.367273,16.349268,-4.953945,-4.891872,-4.946259
347.616629,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.502451,11.509007,14.504046,19.890879,16.367376,16.349476,-4.954082,-4.892208,-4.946110
347.627444,17.813326,15.678858,-10.224417,19.668488,1,0,1,14.509764,11.512273,14.511571,19.890802,16.367411,16.349695,-4.954334,-4.892319,-4.945938
347.644930,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.520771,11.518855,14.519112,19.890730,16.367464,16.349922,-4.954678,-4.892529,-4.945732
347.657475,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.524428,11.522156,14.522877,19.890703,16.367491,16.350037,-4.954781,-4.892628,-4.945637
347.666626,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.528102,11.528776,14.526639,19.890675,16.367550,16.350153,-4.954887,-4.892830,-4.945541
347.685374,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.535429,11.535449,14.537955,19.890615,16.367613,16.350557,-4.955090,-4.893021,-4.945152
347.696796,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.539083,11.542144,14.541721,19.890585,16.367680,16.350695,-4.955181,-4.893196,-4.945026
347.705734,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.542733,11.545516,14.545502,19.890549,16.367720,16.350845,-4.955288,-4.893295,-4.944866
347.717159,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.553636,11.552274,14.553053,19.890434,16.367802,16.351147,-4.955566,-4.893486,-4.944557
347.736654,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.557277,11.559074,14.560604,19.890398,16.367901,16.351454,-4.955658,-4.893696,-4.944229
347.757279,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.571755,11.569344,14.571923,19.890247,16.368078,16.351923,-4.955956,-4.894077,-4.943718
347.778062,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.578951,11.576281,14.583254,19.890169,16.368229,16.352448,-4.956051,-4.894344,-4.943161
347.786159,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.582532,11.583228,14.587024,19.890129,16.368380,16.352623,-4.956093,-4.894604,-4.942982
347.806568,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.593228,11.590252,14.594555,19.890001,16.368551,16.352997,-4.956150,-4.894836,-4.942619
347.817581,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.596773,11.593769,14.598315,19.889956,16.368635,16.353184,-4.956146,-4.894951,-4.942444
347.826872,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.600306,11.600845,14.605824,19.889912,16.368818,16.353569,-4.956139,-4.895187,-4.942078
347.844947,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.610843,11.607965,14.613317,19.889755,16.369015,16.353966,-4.956039,-4.895428,-4.941696
347.866660,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.621232,11.618732,14.624521,19.889591,16.369328,16.354591,-4.955879,-4.895821,-4.941040
347.885341,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.628082,11.622338,14.631968,19.889475,16.369434,16.355019,-4.955753,-4.895950,-4.940594
347.896777,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.631487,11.629598,14.635686,19.889429,16.369661,16.355259,-4.955669,-4.896236,-4.940327
347.905215,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.638250,11.633251,14.639399,19.889336,16.369781,16.355499,-4.955505,-4.896389,-4.940071
347.917423,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.641609,11.640562,14.646814,19.889288,16.370020,16.355978,-4.955418,-4.896687,-4.939602
347.936838,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.648276,11.647918,14.654208,19.889235,16.370274,16.356478,-4.955227,-4.897007,-4.939137
347.944995,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.651586,11.651616,14.661580,19.889206,16.370409,16.357002,-4.955128,-4.897175,-4.938660
347.965505,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.661428,11.662757,14.668915,19.889164,16.370810,16.357546,-4.954807,-4.897671,-4.938168
347.985522,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.667909,11.670239,14.679857,19.889149,16.371077,16.358391,-4.954594,-4.898014,-4.937408
347.996827,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.674318,11.677743,14.683475,19.889162,16.371342,16.358702,-4.954346,-4.898369,-4.937126
348.005998,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.677495,11.681507,14.687088,19.889170,16.371473,16.359011,-4.954224,-4.898552,-4.936859
348.017851,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.683787,11.689035,14.694307,19.889194,16.371737,16.359621,-4.953968,-4.898903,-4.936344
348.036606,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.690004,11.692824,14.701495,19.889229,16.371870,16.360289,-4.953697,-4.899097,-4.935783
348.044981,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.693085,11.700401,14.705085,19.889244,16.372135,16.360619,-4.953568,-4.899475,-4.935520
348.065933,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.702154,11.707994,14.715840,19.889322,16.372408,16.361658,-4.953175,-4.899857,-4.934704
348.076774,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.705130,11.715603,14.719419,19.889353,16.372688,16.362009,-4.953045,-4.900234,-4.934437
348.096694,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.710993,11.719406,14.726556,19.889429,16.372826,16.362719,-4.952778,-4.900417,-4.933887
348.105076,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.716749,11.730850,14.733666,19.889517,16.373259,16.363436,-4.952511,-4.901024,-4.933365
348.126177,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.719598,11.738489,14.740766,19.889561,16.373564,16.364151,-4.952389,-4.901424,-4.932858
348.136701,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.725158,11.742313,14.744310,19.889673,16.373726,16.364508,-4.952122,-4.901619,-4.932602
348.145081,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.730639,11.749959,14.751392,19.889784,16.374046,16.365215,-4.951862,-4.902000,-4.932121
348.165592,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.733315,11.753800,14.758465,19.889843,16.374220,16.365957,-4.951733,-4.902187,-4.931675
348.176571,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.735976,11.761479,14.761997,19.889896,16.374563,16.366325,-4.951603,-4.902550,-4.931461
348.186874,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.738617,11.765317,14.769054,19.889952,16.374733,16.367048,-4.951473,-4.902721,-4.931068
348.196657,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.746341,11.773002,14.772579,19.890125,16.375088,16.367416,-4.951092,-4.903069,-4.930855
348.218008,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.751364,11.780696,14.783143,19.890240,16.375458,16.368502,-4.950851,-4.903412,-4.930271
348.236620,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.756222,11.788410,14.790152,19.890373,16.375828,16.369226,-4.950611,-4.903736,-4.929886
348.245060,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.761011,11.796144,14.793653,19.890493,16.376200,16.369583,-4.950417,-4.904060,-4.929703
348.257056,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.763339,11.800008,14.797154,19.890566,16.376383,16.369938,-4.950317,-4.904217,-4.929531
348.265802,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.765648,11.807766,14.804142,19.890638,16.376740,16.370644,-4.950214,-4.904556,-4.929184
348.287116,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.770205,11.811643,14.811123,19.890776,16.376917,16.371336,-4.950024,-4.904724,-4.928841
348.297115,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.774634,11.819394,14.814607,19.890945,16.377262,16.371695,-4.949818,-4.905048,-4.928665
348.317907,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.781141,11.827143,14.825049,19.891180,16.377604,16.372746,-4.949512,-4.905361,-4.928188
348.326053,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.783239,11.834876,14.828509,19.891270,16.377935,16.373096,-4.949413,-4.905674,-4.928020
348.345755,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.789419,11.838737,14.838885,19.891527,16.378098,16.374126,-4.949127,-4.905830,-4.927593
348.356873,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.791428,11.846450,14.842340,19.891617,16.378420,16.374475,-4.949051,-4.906132,-4.927448
348.376907,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.797344,11.861888,14.849246,19.891865,16.379007,16.375160,-4.948826,-4.906742,-4.927185
348.396696,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.801146,11.865755,14.859596,19.892059,16.379128,16.376194,-4.948708,-4.906898,-4.926807
348.405039,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.803018,11.869619,14.863045,19.892155,16.379248,16.376537,-4.948650,-4.907047,-4.926693
348.418539,18.217443,15.704901,-10.204084,19.991865,1,0,1,14.804870,11.881180,14.869941,19.892246,16.379568,16.377230,-4.948601,-4.907478,-4.926479
