mission_time_s,tx,ty,tz,error,x1,x2,x3,y1,y2,y3,z1,z2,z3
0.013486,NaN,NaN,NaN,NaN,-0.047337,-2.000466,2.023551,-0.119631,-2.013892,-2.029838,-9.844135,0.029499,-0.004593
0.022417,NaN,NaN,NaN,NaN,-0.045491,-2.000280,2.023577,-0.119695,-2.013752,-2.029965,-9.845318,0.029510,-0.004940
0.039009,NaN,NaN,NaN,NaN,-0.043651,-1.999915,2.023589,-0.119693,-2.013484,-2.030030,-9.846493,0.029545,-0.005112
0.053417,NaN,NaN,NaN,NaN,-0.042705,-1.999627,2.023615,-0.119673,-2.013200,-2.030090,-9.847046,0.029537,-0.005440
0.062604,NaN,NaN,NaN,NaN,-0.040820,-1.999486,2.023640,-0.119585,-2.013064,-2.030157,-9.848141,0.029545,-0.005756
0.073026,NaN,NaN,NaN,NaN,-0.039881,-1.999346,2.023642,-0.119518,-2.012933,-2.030158,-9.848686,0.029552,-0.005928
0.082971,NaN,NaN,NaN,NaN,-0.038911,-1.999239,2.023643,-0.119438,-2.012792,-2.030160,-9.849194,0.029526,-0.006084
0.093212,NaN,NaN,NaN,NaN,-0.037944,-1.999133,2.023643,-0.119344,-2.012654,-2.030165,-9.849712,0.029503,-0.006241
0.103419,NaN,NaN,NaN,NaN,-0.036019,-1.998925,2.023642,-0.119109,-2.012391,-2.030154,-9.850742,0.029465,-0.006550
0.113277,NaN,NaN,NaN,NaN,-0.035024,-1.998852,2.023640,-0.118983,-2.012269,-2.030138,-9.851227,0.029411,-0.006702
0.122457,NaN,NaN,NaN,NaN,-0.034033,-1.998780,2.023637,-0.118843,-2.012150,-2.030125,-9.851707,0.029362,-0.006851
0.135560,NaN,NaN,NaN,NaN,-0.033045,-1.998591,2.023639,-0.118688,-2.011813,-2.030082,-9.852188,0.029228,-0.007145
0.153943,NaN,NaN,NaN,NaN,-0.030019,-1.998544,2.023648,-0.118180,-2.011709,-2.030024,-9.853580,0.029171,-0.007431
0.163354,NaN,NaN,NaN,NaN,-0.029005,-1.998498,2.023652,-0.117989,-2.011608,-2.029998,-9.854034,0.029114,-0.007572
0.174032,NaN,NaN,NaN,NaN,-0.026989,-1.998409,2.023656,-0.117566,-2.011414,-2.029974,-9.854939,0.029018,-0.007710
0.184215,NaN,NaN,NaN,NaN,-0.025949,-1.998380,2.023665,-0.117343,-2.011322,-2.029873,-9.855370,0.028950,-0.007969
0.193450,NaN,NaN,NaN,NaN,-0.024914,-1.998352,2.023669,-0.117106,-2.011233,-2.029827,-9.855801,0.028881,-0.008095
0.203504,NaN,NaN,NaN,NaN,-0.023884,-1.998325,2.023673,-0.116857,-2.011146,-2.029783,-9.856232,0.028820,-0.008202
0.213541,NaN,NaN,NaN,NaN,-0.022859,-1.998298,2.023692,-0.116594,-2.011063,-2.029713,-9.856659,0.028763,-0.008289
